content_id,client_id,content_type,main_intent,impressions_90d,clicks_90d,clicks_last_30d,clicks_prev_30d,ctr,avg_position,days_since_last_update,model_score,baseline_score,rank,reason_codes,recommended_action
content_9b7af87c2eb0,client_e629fa6598,keyword article,transactional,5,0,0,0,0.0,39.6,20,0.2080702834205844,0.0,5553,model-ranked opportunity,Investigate
content_0cce6a2fb242,client_8527a891e2,keyword article,informational,7,0,0,0,0.0,5.4,92,0.20796769331732837,0.0,5554,visible in search,Investigate
content_a5462d216754,client_e629fa6598,keyword article,commercial,162,0,0,0,0.0,36.8,22,0.20792765197728605,0.0,5555,model-ranked opportunity,Investigate
content_02e419fad013,client_e629fa6598,keyword article,transactional,5,0,0,0,0.0,30.2,20,0.2077606906117755,0.0,5556,model-ranked opportunity,Investigate
content_66e131a41173,client_8527a891e2,keyword article,informational,5,0,0,0,0.0,4.6,98,0.20728651860050373,0.0,5557,visible in search,Investigate
content_5401533af67f,client_e629fa6598,keyword article,commercial,618,0,0,0,0.0,39.6,22,0.20639186777125298,0.0,5558,model-ranked opportunity,Investigate
content_a52c1485b2dd,client_f369cb89fc,keyword article,transactional,314,1,0,0,0.32,42.6,20,0.2055742765766633,0.0,5559,model-ranked opportunity,Investigate
content_b553e6af4fb1,client_4e07408562,keyword article,informational,7892,42,20,12,0.53,7.9,25,0.20419470005283646,-5.522296350589786,5560,visible in search; meaningful impression volume,Investigate
content_88d98058e66e,client_8527a891e2,keyword article,commercial,23,0,0,0,0.0,3.1,20,0.20337472672074133,0.0,5561,visible in search,Investigate
content_6560653b173e,client_8527a891e2,keyword article,informational,13,0,0,0,0.0,3.2,103,0.20261849151584796,0.0,5562,visible in search,Investigate
content_dffc120c63ef,client_f369cb89fc,keyword article,transactional,796,0,0,0,0.0,7.4,8,0.20196681059394542,0.0,5563,visible in search; meaningful impression volume,Investigate
content_ab5e9e3a0a8f,client_f369cb89fc,keyword article,informational,2720,8,4,1,0.29,20.5,20,0.19991563437681956,-11.86313210817487,5564,meaningful impression volume,Investigate
content_2e4ffcb63e54,client_e629fa6598,keyword article,commercial,6,0,0,0,0.0,4.3,22,0.1998769495988213,0.0,5565,visible in search,Investigate
content_7d608decaea5,client_4e07408562,keyword article,informational,315,0,0,0,0.0,65.4,104,0.19917353154678305,0.0,5566,model-ranked opportunity,Investigate
content_224198868263,client_e629fa6598,keyword article,transactional,469,0,0,0,0.0,45.4,22,0.19916623702283934,0.0,5567,model-ranked opportunity,Investigate
content_dcf5393a8df9,client_4e07408562,keyword article,informational,21972,41,20,10,0.19,4.7,20,0.19815767200564385,-9.088699732633879,5568,visible in search; meaningful impression volume,Investigate
content_f221e6901462,client_8527a891e2,keyword article,transactional,19,0,0,0,0.0,8.1,104,0.19792475358490774,0.0,5569,visible in search,Investigate
content_79d7f967722d,client_8527a891e2,keyword article,informational,6,0,0,0,0.0,14.7,104,0.19720533007869145,0.0,5570,visible in search,Investigate
content_92414e34ded3,client_4e07408562,keyword article,informational,6686,57,30,20,0.85,7.9,25,0.1970829282991583,-4.194247915263801,5571,visible in search; meaningful impression volume,Investigate
content_7513d27c2d97,client_8527a891e2,keyword article,commercial,13,0,0,0,0.0,12.4,92,0.19704017283330397,0.0,5572,visible in search,Investigate
content_f5bea636bfbb,client_8527a891e2,keyword article,informational,4,0,0,0,0.0,6.5,92,0.19660310249341445,0.0,5573,visible in search,Investigate
content_b26ac45aca5d,client_4e07408562,keyword article,informational,2916,4,1,1,0.14,36.8,7,0.19648336627928542,0.0,5574,meaningful impression volume,Investigate
content_2578a8e79f67,client_e629fa6598,keyword article,informational,5,0,0,0,0.0,7.6,20,0.19639365964765337,0.0,5575,visible in search,Investigate
content_afaecdd092fb,client_f369cb89fc,keyword article,informational,50,0,0,0,0.0,7.4,20,0.19575783183013704,0.0,5576,visible in search,Investigate
content_d0115e84f5e5,client_e629fa6598,keyword article,informational,40,0,0,0,0.0,17.5,22,0.19549571995604148,0.0,5577,visible in search,Investigate
content_37eaebaa36b1,client_e629fa6598,keyword article,informational,4,0,0,0,0.0,11.0,20,0.19544501009745882,0.0,5578,visible in search,Investigate
content_d6f685c3637e,client_8527a891e2,keyword article,informational,18,0,0,0,0.0,50.6,20,0.1954284169773056,0.0,5579,model-ranked opportunity,Investigate
content_3d216e1fd032,client_4e07408562,keyword article,informational,410,0,0,0,0.0,53.7,104,0.19520778264645852,0.0,5580,model-ranked opportunity,Investigate
content_e8baefc221d3,client_8527a891e2,keyword article,informational,7,0,0,0,0.0,20.4,104,0.19512188914268042,0.0,5581,model-ranked opportunity,Investigate
content_13264f1d3998,client_f369cb89fc,keyword article,informational,67,1,0,0,1.49,10.3,8,0.19475161614741396,0.0,5582,visible in search,Investigate
content_d3e05af412bb,client_e629fa6598,keyword article,informational,1,0,0,0,0.0,57.0,20,0.1939234941508589,0.0,5583,model-ranked opportunity,Investigate
content_fc48c1737c57,client_8527a891e2,keyword article,informational,5,0,0,0,0.0,14.6,98,0.19377788169013652,0.0,5584,visible in search,Investigate
content_8118ace068f8,client_4e07408562,keyword article,informational,2170,0,0,0,0.0,24.9,7,0.19352178946594367,0.0,5585,meaningful impression volume,Investigate
content_da4145924178,client_8527a891e2,keyword article,informational,6,0,0,0,0.0,14.3,104,0.19342020712127092,0.0,5586,visible in search,Investigate
content_97ec8ce69833,client_8527a891e2,keyword article,informational,6,0,0,0,0.0,18.8,98,0.19309389130183469,0.0,5587,visible in search,Investigate
content_67d872c4a067,client_4e07408562,keyword article,informational,25492,193,70,43,0.76,6.9,25,0.19287174201853127,-6.226052226335518,5588,visible in search; meaningful impression volume,Investigate
content_0d59691515de,client_4e07408562,keyword article,informational,1761,0,0,0,0.0,22.6,7,0.19187391895085215,0.0,5589,meaningful impression volume,Investigate
content_881635edbf8b,client_8527a891e2,keyword article,informational,16,0,0,0,0.0,12.9,98,0.19090797068750945,0.0,5590,visible in search,Investigate
content_1408a4a1648c,client_8527a891e2,keyword article,informational,54,0,0,0,0.0,84.0,20,0.19089474074065566,0.0,5591,model-ranked opportunity,Investigate
content_de917854fd2a,client_8527a891e2,keyword article,informational,13,1,0,0,7.69,7.2,20,0.19088781616339964,0.0,5592,visible in search,Investigate
content_e6aeb6995d0c,client_8527a891e2,keyword article,informational,120,0,0,0,0.0,6.6,104,0.19079670749328415,0.0,5593,visible in search,Investigate
content_2f81a633e150,client_e629fa6598,keyword article,commercial,2,0,0,0,0.0,10.5,22,0.19027146007630535,0.0,5594,visible in search,Investigate
content_d82e950a6d46,client_4e07408562,keyword article,informational,423,0,0,0,0.0,63.5,104,0.1901115831423799,0.0,5595,model-ranked opportunity,Investigate
content_6adb914d0e05,client_8527a891e2,keyword article,commercial,1,0,0,0,0.0,11.0,8,0.1897709475298943,0.0,5596,visible in search,Investigate
content_d951985a1391,client_8527a891e2,keyword article,informational,23,0,0,0,0.0,16.0,104,0.18881693794248072,0.0,5597,visible in search,Investigate
content_0d55333269d5,client_e629fa6598,keyword article,transactional,303,0,0,0,0.0,57.3,22,0.1882876568855742,0.0,5598,model-ranked opportunity,Investigate
content_33c35acea80b,client_8527a891e2,keyword article,informational,8,0,0,0,0.0,10.3,104,0.18824299859518825,0.0,5599,visible in search,Investigate
content_c56b05eb5257,client_4e07408562,keyword article,informational,637,1,1,0,0.16,53.9,104,0.18793682949404278,-6.45833828334479,5600,model-ranked opportunity,Investigate
content_ab05043f1175,client_4e07408562,keyword article,transactional,5186,54,28,14,1.04,7.6,25,0.18747617159687818,-7.9836500560613075,5601,visible in search; meaningful impression volume,Investigate
content_5015134da0ad,client_e629fa6598,keyword article,informational,372,1,0,0,0.27,27.2,22,0.18732599840032724,0.0,5602,model-ranked opportunity,Investigate
content_a6ef514fd094,client_8527a891e2,keyword article,commercial,7,0,0,0,0.0,4.4,103,0.18709273148592856,0.0,5603,visible in search,Investigate
content_34d828937b47,client_8527a891e2,keyword article,informational,44,0,0,0,0.0,7.8,104,0.18690463403942137,0.0,5604,visible in search,Investigate
content_2841dad7e57a,client_4e07408562,keyword article,informational,4886,17,5,6,0.35,7.1,7,0.1865798553036333,1.2134762710385938,5605,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_0a1954a48717,client_4e07408562,keyword article,informational,478,0,0,0,0.0,25.8,13,0.1857418878882278,0.0,5606,model-ranked opportunity,Investigate
content_14d50a4ddc86,client_4e07408562,keyword article,informational,2,0,0,0,0.0,7.5,104,0.18487951022729907,0.0,5607,visible in search,Investigate
content_99fd29e602b6,client_e629fa6598,keyword article,informational,282,0,0,0,0.0,32.6,22,0.18484474863703584,0.0,5608,model-ranked opportunity,Investigate
content_cec54301f09f,client_e629fa6598,keyword article,informational,23,0,0,0,0.0,20.0,22,0.18484308548148856,0.0,5609,visible in search,Investigate
content_16b0c7bdba1f,client_8527a891e2,keyword article,commercial,233,0,0,0,0.0,83.0,103,0.1838686279315292,0.0,5610,model-ranked opportunity,Investigate
content_cc6c749bcdf2,client_8527a891e2,keyword article,informational,5,0,0,0,0.0,2.2,104,0.18335044962399608,0.0,5611,visible in search,Investigate
content_8ab9f1033843,client_e629fa6598,keyword article,informational,1265,0,0,0,0.0,37.2,22,0.18243856983780157,0.0,5612,meaningful impression volume,Investigate
content_7445048ec90b,client_8527a891e2,keyword article,commercial,8,0,0,0,0.0,5.5,104,0.1819702175804812,0.0,5613,visible in search,Investigate
content_b34230d48f8e,client_8527a891e2,keyword article,informational,23,0,0,0,0.0,9.3,20,0.18194263406844063,0.0,5614,visible in search,Investigate
content_5e4f1761806f,client_4e07408562,keyword article,informational,1965,9,5,3,0.46,24.9,7,0.1813733252809576,-3.791878150353556,5615,meaningful impression volume,Investigate
content_7ae89edc84f4,client_8527a891e2,keyword article,informational,7,0,0,0,0.0,18.1,104,0.18124166888063303,0.0,5616,visible in search,Investigate
content_522b34ee8408,client_e629fa6598,keyword article,informational,106,0,0,0,0.0,8.5,22,0.1811528550509562,0.0,5617,visible in search,Investigate
content_42bad293aa25,client_e629fa6598,keyword article,commercial,1,0,0,0,0.0,3.0,20,0.18087257497942624,0.0,5618,visible in search,Investigate
content_8fe5aff59d1f,client_4e07408562,keyword article,informational,281,0,0,0,0.0,33.7,13,0.1804492507056593,0.0,5619,model-ranked opportunity,Investigate
content_701340c88f73,client_4e07408562,keyword article,informational,1626,0,0,0,0.0,22.4,7,0.18033264625020518,0.0,5620,meaningful impression volume,Investigate
content_9d86f68b3295,client_e629fa6598,keyword article,commercial,98,0,0,0,0.0,38.4,22,0.18015378676585972,0.0,5621,model-ranked opportunity,Investigate
content_29c550b073ec,client_4e07408562,keyword article,informational,1875,0,0,0,0.0,28.6,7,0.18010374483685856,0.0,5622,meaningful impression volume,Investigate
content_ed3fa1235079,client_e629fa6598,keyword article,transactional,1,0,0,0,0.0,11.0,20,0.17996723202098386,0.0,5623,visible in search,Investigate
content_03b0b358361b,client_8527a891e2,keyword article,informational,9,0,0,0,0.0,24.2,20,0.1789026973559292,0.0,5624,model-ranked opportunity,Investigate
content_76b80127fd2b,client_8527a891e2,keyword article,informational,7,0,0,0,0.0,39.7,20,0.17884001319361495,0.0,5625,model-ranked opportunity,Investigate
content_439ca5f518b3,client_8527a891e2,keyword article,informational,8,0,0,0,0.0,6.5,20,0.17811222031415797,0.0,5626,visible in search,Investigate
content_5fa0d2041379,client_4e07408562,keyword article,informational,292,0,0,0,0.0,51.0,104,0.17776046140181864,0.0,5627,model-ranked opportunity,Investigate
content_e104765c585e,client_e629fa6598,keyword article,informational,3,0,0,0,0.0,41.0,20,0.17740612108955509,0.0,5628,model-ranked opportunity,Investigate
content_0ec0e60804a1,client_e629fa6598,keyword article,transactional,2,0,0,0,0.0,28.5,20,0.1772483761615148,0.0,5629,model-ranked opportunity,Investigate
content_795234993c79,client_e629fa6598,keyword article,commercial,1199,0,0,0,0.0,46.3,22,0.17709730748863217,0.0,5630,meaningful impression volume,Investigate
content_8bca8bc57d12,client_f369cb89fc,keyword article,informational,22860,47,20,10,0.21,5.0,20,0.17705981725058925,-9.124716073567248,5631,visible in search; meaningful impression volume,Investigate
content_461415b14c83,client_f369cb89fc,keyword article,transactional,125,0,0,0,0.0,4.2,8,0.17687166000909213,0.0,5632,visible in search,Investigate
content_da559143a20a,client_e629fa6598,keyword article,transactional,965,0,0,0,0.0,35.2,22,0.17672528719911615,0.0,5633,meaningful impression volume,Investigate
content_5c36584161ef,client_8527a891e2,keyword article,informational,10,0,0,0,0.0,7.6,20,0.17643689808175492,0.0,5634,visible in search,Investigate
content_762ad0347f3d,client_f369cb89fc,keyword article,informational,59,0,0,0,0.0,3.3,20,0.17589455088555775,0.0,5635,visible in search,Investigate
content_cc0f20917ee0,client_4e07408562,keyword article,informational,681,0,0,0,0.0,26.4,13,0.17558047124062454,0.0,5636,model-ranked opportunity,Investigate
content_38bab00f71e2,client_8527a891e2,keyword article,informational,3,0,0,0,0.0,2.3,92,0.17546423811667491,0.0,5637,visible in search,Investigate
content_2b7643543b19,client_8527a891e2,keyword article,informational,7,0,0,0,0.0,7.0,20,0.17471692924427557,0.0,5638,visible in search,Investigate
content_4b4a0c7d0b3f,client_8527a891e2,keyword article,commercial,12,0,0,0,0.0,5.8,104,0.17431015303096403,0.0,5639,visible in search,Investigate
content_aef5bb94556b,client_f369cb89fc,keyword article,informational,24,1,0,0,4.17,23.3,20,0.1737515077085642,0.0,5640,model-ranked opportunity,Investigate
content_72c8c4a76ef1,client_8527a891e2,keyword article,informational,5,0,0,0,0.0,11.6,98,0.17325518961887812,0.0,5641,visible in search,Investigate
content_bac3ceaede0e,client_8527a891e2,keyword article,informational,6,0,0,0,0.0,14.7,104,0.1727080219588382,0.0,5642,visible in search,Investigate
content_9c77e9b370cd,client_4e07408562,keyword article,informational,1194,1,0,1,0.08,31.6,13,0.172367501419059,3.5429507321828053,5643,recent click decline; meaningful impression volume,Investigate
content_97baf63cdb13,client_e629fa6598,keyword article,informational,6,0,0,0,0.0,30.3,20,0.17181533258797727,0.0,5644,model-ranked opportunity,Investigate
content_7bd067d7f354,client_8527a891e2,keyword article,informational,11,0,0,0,0.0,6.4,20,0.17166381139619302,0.0,5645,visible in search,Investigate
content_cf2d28cf95ec,client_e629fa6598,keyword article,informational,85,0,0,0,0.0,25.6,22,0.17117516911273653,0.0,5646,model-ranked opportunity,Investigate
content_fafc4ea796a9,client_e629fa6598,keyword article,commercial,1309,0,0,0,0.0,31.0,22,0.1705778315421848,0.0,5647,meaningful impression volume,Investigate
content_8fd245d1965b,client_8527a891e2,keyword article,informational,4,0,0,0,0.0,6.0,104,0.16994217562751193,0.0,5648,visible in search,Investigate
content_20b6e6820215,client_8527a891e2,keyword article,informational,5,0,0,0,0.0,31.6,104,0.16912050236385137,0.0,5649,model-ranked opportunity,Investigate
content_6d865ecb282a,client_8527a891e2,keyword article,transactional,27,0,0,0,0.0,10.7,104,0.1690296274773719,0.0,5650,visible in search,Investigate
content_cd641f3210bd,client_4e07408562,keyword article,informational,17891,121,46,31,0.68,9.1,25,0.16888212922737192,-4.590051077134096,5651,visible in search; meaningful impression volume,Investigate
content_0e7efaeb2c67,client_4e07408562,keyword article,informational,623,0,0,0,0.0,53.6,104,0.1684541116536799,0.0,5652,model-ranked opportunity,Investigate
content_e213f34f4690,client_8527a891e2,keyword article,informational,3,0,0,0,0.0,9.3,8,0.16823125324374136,0.0,5653,visible in search,Investigate
content_e823461bc006,client_e629fa6598,keyword article,informational,3,0,0,0,0.0,22.7,20,0.16757172813432888,0.0,5654,model-ranked opportunity,Investigate
content_bfeb4fe71a02,client_4e07408562,keyword article,informational,492,2,1,0,0.41,33.0,13,0.1673891619718764,-6.20050917404269,5655,model-ranked opportunity,Investigate
content_2b760d78e736,client_e629fa6598,keyword article,commercial,1,0,0,0,0.0,3.0,20,0.1665664132940666,0.0,5656,visible in search,Investigate
content_c47c5ca7b9e0,client_e629fa6598,keyword article,transactional,3,0,0,0,0.0,3.0,20,0.16534194941211205,0.0,5657,visible in search,Investigate
content_c52c90c985dd,client_8527a891e2,keyword article,commercial,4,0,0,0,0.0,14.3,98,0.16517428294011874,0.0,5658,visible in search,Investigate
content_06dd592a7b5e,client_8527a891e2,keyword article,informational,5,0,0,0,0.0,8.8,92,0.16462907613738334,0.0,5659,visible in search,Investigate
content_2a156994fa3e,client_e629fa6598,keyword article,informational,2,0,0,0,0.0,70.0,22,0.16409787132016118,0.0,5660,model-ranked opportunity,Investigate
content_62f7481ff472,client_8527a891e2,keyword article,informational,6,0,0,0,0.0,5.8,104,0.1639546455026825,0.0,5661,visible in search,Investigate
content_c9fff7c4660c,client_8527a891e2,keyword article,commercial,110,1,0,0,0.91,24.7,104,0.16394144432784058,0.0,5662,model-ranked opportunity,Investigate
content_64c9e22f23f7,client_8527a891e2,keyword article,informational,8,0,0,0,0.0,17.3,20,0.16385335277245505,0.0,5663,visible in search,Investigate
content_62541a94734a,client_8527a891e2,keyword article,informational,3,0,0,0,0.0,9.7,98,0.16382802165664978,0.0,5664,visible in search,Investigate
content_67a8646a7b6e,client_8527a891e2,keyword article,informational,4,0,0,0,0.0,10.3,104,0.1636886265596413,0.0,5665,visible in search,Investigate
content_5a9d3d70cd90,client_8527a891e2,keyword article,informational,1,0,0,0,0.0,30.0,8,0.16356398359198693,0.0,5666,model-ranked opportunity,Investigate
content_e3c80264bcf6,client_4e07408562,keyword article,informational,1101,1,0,0,0.09,30.3,13,0.16335501573283912,0.0,5667,meaningful impression volume,Investigate
content_9cddb78b7a66,client_8527a891e2,keyword article,informational,26,0,0,0,0.0,3.1,20,0.16282527416714043,0.0,5668,visible in search,Investigate
content_3c973169346e,client_e629fa6598,keyword article,commercial,1,0,0,0,0.0,9.0,20,0.16268339654737973,0.0,5669,visible in search,Investigate
content_65ce101bd739,client_8527a891e2,keyword article,commercial,4,0,0,0,0.0,6.5,92,0.16265381553740302,0.0,5670,visible in search,Investigate
content_e3b39a052dfa,client_e629fa6598,keyword article,informational,4,0,0,0,0.0,8.3,22,0.16256785334037155,0.0,5671,visible in search,Investigate
content_729cc06d3477,client_8527a891e2,keyword article,informational,1,0,0,0,0.0,49.0,98,0.16242365027227132,0.0,5672,model-ranked opportunity,Investigate
content_f6e5afc1ed34,client_e629fa6598,keyword article,commercial,3,0,0,0,0.0,22.3,20,0.1622664292132537,0.0,5673,model-ranked opportunity,Investigate
content_f6c5a5e7023c,client_e629fa6598,keyword article,transactional,4,0,0,0,0.0,2.5,20,0.16193206452247036,0.0,5674,visible in search,Investigate
content_956e9b861c22,client_8527a891e2,keyword article,informational,22,0,0,0,0.0,70.9,103,0.1617537193443013,0.0,5675,model-ranked opportunity,Investigate
content_c6f477ab1fd7,client_e629fa6598,keyword article,transactional,5,0,0,0,0.0,6.4,20,0.16131897150913133,0.0,5676,visible in search,Investigate
content_73ea2e79f832,client_8527a891e2,keyword article,informational,1,0,0,0,0.0,35.0,92,0.16107059969339763,0.0,5677,model-ranked opportunity,Investigate
content_2054b8cda81d,client_8527a891e2,keyword article,informational,2,0,0,0,0.0,25.5,8,0.16103654258165262,0.0,5678,model-ranked opportunity,Investigate
content_4c77601301fb,client_e629fa6598,keyword article,commercial,5,0,0,0,0.0,58.0,20,0.1610246932442444,0.0,5679,model-ranked opportunity,Investigate
content_34ed0cec6ebf,client_4e07408562,keyword article,informational,525,3,1,2,0.57,29.4,7,0.16098904794044736,2.088433737579237,5680,recent click decline,Investigate
content_7bad04a02737,client_8527a891e2,keyword article,informational,2,0,0,0,0.0,11.0,8,0.16075576274023354,0.0,5681,visible in search,Investigate
content_cd850fb019b1,client_8527a891e2,keyword article,informational,5,0,0,0,0.0,15.2,20,0.16053549705570855,0.0,5682,visible in search,Investigate
content_8945388e1fc3,client_f369cb89fc,keyword article,informational,5,0,0,0,0.0,5.6,8,0.16051996365355758,0.0,5683,visible in search,Investigate
content_684fb0eecd23,client_8527a891e2,keyword article,informational,14,0,0,0,0.0,30.0,20,0.16050476931916768,0.0,5684,model-ranked opportunity,Investigate
content_c3deae21717a,client_8527a891e2,keyword article,informational,15,0,0,0,0.0,8.3,20,0.16029812741760002,0.0,5685,visible in search,Investigate
content_d67ed233baac,client_8527a891e2,keyword article,transactional,5,0,0,0,0.0,5.6,104,0.16016420547259239,0.0,5686,visible in search,Investigate
content_0e92fbdaf841,client_e629fa6598,keyword article,commercial,3,0,0,0,0.0,6.3,20,0.16003409838814137,0.0,5687,visible in search,Investigate
content_7b707aaeb6bb,client_e629fa6598,keyword article,commercial,5,0,0,0,0.0,7.2,20,0.15999815529775663,0.0,5688,visible in search,Investigate
content_479ce00a63b7,client_8527a891e2,keyword article,informational,40,0,0,0,0.0,74.7,20,0.15991818038638764,0.0,5689,model-ranked opportunity,Investigate
content_ed6e36769104,client_e629fa6598,keyword article,transactional,1078,1,0,0,0.09,41.8,22,0.15979831985332194,0.0,5690,meaningful impression volume,Investigate
content_69b003d534fd,client_8527a891e2,keyword article,informational,9,0,0,0,0.0,7.2,20,0.1595526469677623,0.0,5691,visible in search,Investigate
content_17a3d8717ebd,client_8527a891e2,keyword article,commercial,12,0,0,0,0.0,10.5,92,0.15912005592088033,0.0,5692,visible in search,Investigate
content_ac5d499580e0,client_e629fa6598,keyword article,informational,4,0,0,0,0.0,35.5,20,0.15887479732136037,0.0,5693,model-ranked opportunity,Investigate
content_22a3f0ac2b84,client_e629fa6598,keyword article,commercial,1,0,0,0,0.0,8.0,22,0.15883941652895622,0.0,5694,visible in search,Investigate
content_898cc0d1d0ca,client_8527a891e2,keyword article,commercial,6,0,0,0,0.0,14.3,104,0.15862367016393564,0.0,5695,visible in search,Investigate
content_5e7281466c36,client_e629fa6598,keyword article,informational,1,0,0,0,0.0,10.0,20,0.15857240415787363,0.0,5696,visible in search,Investigate
content_864fec53a163,client_4e07408562,keyword article,informational,10564,154,98,31,1.46,6.5,25,0.1585549517457196,-19.399225916042518,5697,visible in search; meaningful impression volume,Investigate
content_5ef5a39eade1,client_e629fa6598,keyword article,commercial,4,0,0,0,0.0,28.0,20,0.1582568388409044,0.0,5698,model-ranked opportunity,Investigate
content_711cf2a20000,client_f369cb89fc,keyword article,informational,69,0,0,0,0.0,4.3,8,0.1581584393624263,0.0,5699,visible in search,Investigate
content_906507ad95ce,client_8527a891e2,keyword article,informational,14,0,0,0,0.0,77.1,8,0.15784658716845912,0.0,5700,model-ranked opportunity,Investigate
content_cfd7e4697734,client_e629fa6598,keyword article,informational,4,0,0,0,0.0,7.0,20,0.15750293291309617,0.0,5701,visible in search,Investigate
content_e059d3c0c0ab,client_e629fa6598,keyword article,informational,2,0,0,0,0.0,5.5,20,0.15733308381299083,0.0,5702,visible in search,Investigate
content_496f4619c97a,client_8527a891e2,keyword article,informational,1,0,0,0,0.0,3.0,8,0.15645505740587373,0.0,5703,visible in search,Investigate
content_3488f80b0d20,client_e629fa6598,keyword article,transactional,815,1,0,0,0.12,32.5,22,0.15626099875893174,0.0,5704,meaningful impression volume,Investigate
content_7f7e453e77d5,client_f369cb89fc,keyword article,transactional,11134,44,18,19,0.4,6.1,8,0.15622254185698256,0.4658924289845738,5705,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_534ea4f34824,client_f369cb89fc,keyword article,transactional,36,0,0,0,0.0,24.9,20,0.1559856347899735,0.0,5706,model-ranked opportunity,Investigate
content_a808e255ed8d,client_f369cb89fc,keyword article,informational,49,0,0,0,0.0,2.3,20,0.15566887751346817,0.0,5707,visible in search,Investigate
content_ccca02d84f2d,client_e629fa6598,keyword article,transactional,1297,4,1,0,0.31,45.0,22,0.15462683911139258,-7.168579897264035,5708,meaningful impression volume,Investigate
content_e6bf9b5ad60b,client_8527a891e2,keyword article,commercial,3,0,0,0,0.0,51.0,20,0.15458444765066562,0.0,5709,model-ranked opportunity,Investigate
content_b3658670d2a5,client_4e07408562,keyword article,informational,429,0,0,0,0.0,31.8,13,0.15408695181628235,0.0,5710,model-ranked opportunity,Investigate
content_ca8eb8fdc6fa,client_f369cb89fc,keyword article,informational,64,0,0,0,0.0,6.7,8,0.15335116510899174,0.0,5711,visible in search,Investigate
content_b73ce28e6e57,client_8527a891e2,keyword article,informational,2,0,0,0,0.0,6.0,8,0.153196996628834,0.0,5712,visible in search,Investigate
content_4e90099142fd,client_e629fa6598,keyword article,informational,79,0,0,0,0.0,15.2,22,0.15231844863418215,0.0,5713,visible in search,Investigate
content_998108671821,client_f369cb89fc,keyword article,transactional,11,0,0,0,0.0,5.1,20,0.15181369394501612,0.0,5714,visible in search,Investigate
content_1583937d3411,client_f369cb89fc,keyword article,informational,26,0,0,0,0.0,2.5,8,0.15157315372305616,0.0,5715,visible in search,Investigate
content_c28b943f0ebe,client_e629fa6598,keyword article,transactional,2,0,0,0,0.0,5.5,20,0.15114959426598076,0.0,5716,visible in search,Investigate
content_5a639aa6d642,client_8527a891e2,keyword article,informational,2,0,0,0,0.0,3.5,92,0.15113078861952256,0.0,5717,visible in search,Investigate
content_5dcb74bcde1f,client_f369cb89fc,keyword article,transactional,118,0,0,0,0.0,6.5,8,0.14997956463644174,0.0,5718,visible in search,Investigate
content_02aea76abbdd,client_e629fa6598,keyword article,transactional,187,0,0,0,0.0,62.8,22,0.149644492653877,0.0,5719,model-ranked opportunity,Investigate
content_74ed7b370eb8,client_8527a891e2,keyword article,informational,3,0,0,0,0.0,59.0,20,0.14960413553401897,0.0,5720,model-ranked opportunity,Investigate
content_48f973ba9139,client_e629fa6598,keyword article,transactional,3,0,0,0,0.0,40.3,20,0.14954077822180092,0.0,5721,model-ranked opportunity,Investigate
content_0a76d4204a84,client_8527a891e2,keyword article,informational,2,0,0,0,0.0,41.5,102,0.14939682347683178,0.0,5722,model-ranked opportunity,Investigate
content_da5332bad4a0,client_e629fa6598,keyword article,informational,18,0,0,0,0.0,54.1,20,0.14920070530184706,0.0,5723,model-ranked opportunity,Investigate
content_934f6353e088,client_e629fa6598,keyword article,transactional,2,0,0,0,0.0,10.0,22,0.1491494946454362,0.0,5724,visible in search,Investigate
content_be905335c59c,client_8527a891e2,keyword article,transactional,5,0,0,0,0.0,7.8,20,0.14905566035774803,0.0,5725,visible in search,Investigate
content_82ec46d63e74,client_8527a891e2,keyword article,transactional,2,0,0,0,0.0,21.0,20,0.14899989191139323,0.0,5726,model-ranked opportunity,Investigate
content_302f011d542c,client_8527a891e2,keyword article,transactional,1,0,0,0,0.0,2.0,20,0.14863352452494477,0.0,5727,visible in search,Investigate
content_c90cac472cbc,client_e629fa6598,keyword article,commercial,20,0,0,0,0.0,77.0,20,0.14823394285142272,0.0,5728,model-ranked opportunity,Investigate
content_040cd062a4cd,client_8527a891e2,keyword article,informational,1,0,0,0,0.0,3.0,8,0.14799207116186203,0.0,5729,visible in search,Investigate
content_2276d67dccae,client_e629fa6598,keyword article,commercial,3,0,0,0,0.0,7.3,20,0.14784788827661596,0.0,5730,visible in search,Investigate
content_df4f42762389,client_e629fa6598,keyword article,informational,3,0,0,0,0.0,7.0,20,0.14780549775186883,0.0,5731,visible in search,Investigate
content_2368b6c7fbad,client_8527a891e2,keyword article,informational,7,0,0,0,0.0,10.4,8,0.14763569082969338,0.0,5732,visible in search,Investigate
content_087ef0b1b2ef,client_e629fa6598,keyword article,commercial,3,0,0,0,0.0,5.0,20,0.14749410777717095,0.0,5733,visible in search,Investigate
content_6cb62b0178a7,client_8527a891e2,keyword article,informational,1,0,0,0,0.0,2.0,8,0.1469677082803425,0.0,5734,visible in search,Investigate
content_7a8513b2abec,client_8527a891e2,keyword article,informational,1,0,0,0,0.0,8.0,92,0.14659235026838296,0.0,5735,visible in search,Investigate
content_1de940de6ed3,client_8527a891e2,keyword article,informational,22,0,0,0,0.0,6.7,104,0.14619275189778108,0.0,5736,visible in search,Investigate
